Start date;End date;grid load [MWh] Calculated resolutions;Grid load incl. hydro pumped storage [MWh] Calculated resolutions;Hydro pumped storage [MWh] Calculated resolutions;Residual load [MWh] Calculated resolutions
Mar 9, 2019;Mar 10, 2019;1,303,199.00;1,352,254.00;49,055.00;320,538.00
Mar 10, 2019;Mar 11, 2019;1,195,311.25;1,219,426.25;24,115.00;602,408.25
Mar 11, 2019;Mar 12, 2019;1,504,176.00;1,535,406.00;31,230.00;788,095.00
Mar 12, 2019;Mar 13, 2019;1,533,334.50;1,566,151.00;32,816.50;739,246.75
Mar 13, 2019;Mar 14, 2019;1,559,021.50;1,596,583.75;37,562.25;524,468.25
Mar 14, 2019;Mar 15, 2019;1,561,349.50;1,597,068.00;35,718.50;637,740.50
Mar 15, 2019;Mar 16, 2019;1,529,541.25;1,565,699.75;36,158.50;581,623.25
Mar 16, 2019;Mar 17, 2019;1,296,552.50;1,334,080.00;37,527.50;453,835.50
Mar 17, 2019;Mar 18, 2019;1,203,522.75;1,254,616.50;51,093.75;322,470.00
Mar 18, 2019;Mar 19, 2019;1,484,091.75;1,519,919.50;35,827.75;663,302.50
Mar 19, 2019;Mar 20, 2019;1,510,678.00;1,539,984.50;29,306.50;1,167,129.75
Mar 20, 2019;Mar 21, 2019;1,517,181.50;1,544,573.00;27,391.50;1,111,823.25
Mar 21, 2019;Mar 22, 2019;1,503,161.00;1,528,272.25;25,111.25;1,116,921.75
Mar 22, 2019;Mar 23, 2019;1,450,554.00;1,474,275.25;23,721.25;1,173,284.75
Mar 23, 2019;Mar 24, 2019;1,238,722.00;1,267,386.50;28,664.50;888,148.75
Mar 24, 2019;Mar 25, 2019;1,150,793.50;1,191,399.25;40,605.75;833,839.50
Mar 25, 2019;Mar 26, 2019;1,470,318.00;1,512,962.50;42,644.50;775,785.50
Mar 26, 2019;Mar 27, 2019;1,500,354.75;1,527,704.25;27,349.50;958,886.50
Mar 27, 2019;Mar 28, 2019;1,491,444.50;1,517,369.00;25,924.50;1,157,737.50
Mar 28, 2019;Mar 29, 2019;1,465,253.50;1,489,452.50;24,199.00;1,248,754.50
Mar 29, 2019;Mar 30, 2019;1,416,603.00;1,444,204.50;27,601.50;1,099,508.75
Mar 30, 2019;Mar 31, 2019;1,193,620.75;1,222,453.00;28,832.25;839,179.25
Mar 31, 2019;Apr 1, 2019;1,086,717.50;1,145,613.75;58,896.25;670,752.00
Apr 1, 2019;Apr 2, 2019;1,401,401.00;1,424,712.25;23,311.25;891,577.75
Apr 2, 2019;Apr 3, 2019;1,475,367.75;1,505,687.25;30,319.50;851,462.75
Apr 3, 2019;Apr 4, 2019;1,470,548.50;1,496,209.00;25,660.50;1,157,288.75
Apr 4, 2019;Apr 5, 2019;1,479,480.75;1,508,862.00;29,381.25;1,211,851.00
Apr 5, 2019;Apr 6, 2019;1,455,781.50;1,484,965.00;29,183.50;1,247,517.75
Apr 6, 2019;Apr 7, 2019;1,207,006.75;1,234,073.25;27,066.50;858,580.00
Apr 7, 2019;Apr 8, 2019;1,099,407.25;1,136,785.00;37,377.75;741,607.75
Apr 8, 2019;Apr 9, 2019;1,397,479.00;1,415,683.75;18,204.75;1,042,992.50
Apr 9, 2019;Apr 10, 2019;1,448,933.25;1,475,889.50;26,956.25;1,020,488.00
Apr 10, 2019;Apr 11, 2019;1,448,489.25;1,479,823.75;31,334.50;995,509.25
Apr 11, 2019;Apr 12, 2019;1,436,482.75;1,461,885.75;25,403.00;1,052,057.25
Apr 12, 2019;Apr 13, 2019;1,440,509.00;1,464,919.75;24,410.75;1,129,668.00
Apr 13, 2019;Apr 14, 2019;1,254,600.00;1,277,552.75;22,952.75;865,726.25
Apr 14, 2019;Apr 15, 2019;1,160,434.00;1,194,084.75;33,650.75;722,740.00
Apr 15, 2019;Apr 16, 2019;1,406,356.00;1,441,890.00;35,534.00;810,281.75
Apr 16, 2019;Apr 17, 2019;1,450,432.00;1,479,883.00;29,451.00;802,942.75
Apr 17, 2019;Apr 18, 2019;1,429,293.25;1,464,644.75;35,351.50;834,069.25
Apr 18, 2019;Apr 19, 2019;1,374,105.00;1,419,359.75;45,254.75;672,407.25
Apr 19, 2019;Apr 20, 2019;1,078,212.50;1,122,350.75;44,138.25;508,536.00
Apr 20, 2019;Apr 21, 2019;1,065,485.75;1,095,553.25;30,067.50;650,263.75
Apr 21, 2019;Apr 22, 2019;964,764.50;998,541.25;33,776.75;588,560.75
Apr 22, 2019;Apr 23, 2019;1,016,543.00;1,070,063.75;53,520.75;266,736.50
Apr 23, 2019;Apr 24, 2019;1,337,117.75;1,367,869.00;30,751.25;404,071.00
Apr 24, 2019;Apr 25, 2019;1,386,082.75;1,430,405.25;44,322.50;668,483.25
Apr 25, 2019;Apr 26, 2019;1,386,302.25;1,414,816.50;28,514.25;831,649.25
Apr 26, 2019;Apr 27, 2019;1,376,960.75;1,402,975.00;26,014.25;993,591.00
Apr 27, 2019;Apr 28, 2019;1,180,764.75;1,206,640.50;25,875.75;782,802.75
Apr 28, 2019;Apr 29, 2019;1,091,846.00;1,136,516.75;44,670.75;840,289.50
Apr 29, 2019;Apr 30, 2019;1,391,408.75;1,410,000.25;18,591.50;1,030,071.25
Apr 30, 2019;May 1, 2019;1,374,385.25;1,403,281.00;28,895.75;1,004,110.75
May 1, 2019;May 2, 2019;1,084,958.25;1,132,669.00;47,710.75;620,957.75
May 2, 2019;May 3, 2019;1,365,348.50;1,379,883.75;14,535.25;750,733.50
May 3, 2019;May 4, 2019;1,390,529.00;1,419,446.75;28,917.75;851,951.25
May 4, 2019;May 5, 2019;1,214,595.50;1,242,952.00;28,356.50;779,859.50
May 5, 2019;May 6, 2019;1,117,094.00;1,157,919.75;40,825.75;712,615.25
May 6, 2019;May 7, 2019;1,421,621.00;1,442,903.00;21,282.00;940,302.00
May 7, 2019;May 8, 2019;1,438,540.25;1,461,541.25;23,001.00;1,133,473.75
May 8, 2019;May 9, 2019;1,450,336.25;1,473,479.50;23,143.25;1,002,064.00
May 9, 2019;May 10, 2019;1,428,003.50;1,455,995.75;27,992.25;1,023,963.00
May 10, 2019;May 11, 2019;1,407,907.25;1,429,663.25;21,756.00;1,036,496.25
May 11, 2019;May 12, 2019;1,197,600.75;1,219,618.50;22,017.75;833,800.00
May 12, 2019;May 13, 2019;1,089,621.00;1,141,811.75;52,190.75;511,226.50
May 13, 2019;May 14, 2019;1,374,208.75;1,407,277.75;33,069.00;850,661.00
May 14, 2019;May 15, 2019;1,404,669.50;1,427,886.00;23,216.50;948,645.75
May 15, 2019;May 16, 2019;1,433,074.00;1,447,773.50;14,699.50;1,018,254.50
May 16, 2019;May 17, 2019;1,455,617.75;1,472,730.00;17,112.25;1,079,326.75
May 17, 2019;May 18, 2019;1,402,751.00;1,418,943.75;16,192.75;1,050,933.00
May 18, 2019;May 19, 2019;1,158,686.00;1,187,128.75;28,442.75;783,245.00
May 19, 2019;May 20, 2019;1,073,012.50;1,112,390.00;39,377.50;732,709.50
May 20, 2019;May 21, 2019;1,393,622.25;1,413,258.00;19,635.75;1,100,649.50
May 21, 2019;May 22, 2019;1,453,517.00;1,476,701.75;23,184.75;991,873.50
May 22, 2019;May 23, 2019;1,425,322.75;1,449,076.00;23,753.25;912,589.75
May 23, 2019;May 24, 2019;1,411,291.25;1,440,973.50;29,682.25;1,044,245.50
May 24, 2019;May 25, 2019;1,381,122.75;1,404,261.25;23,138.50;955,032.00
May 25, 2019;May 26, 2019;1,154,143.75;1,172,032.75;17,889.00;821,414.25
May 26, 2019;May 27, 2019;1,078,340.25;1,137,165.25;58,825.00;500,335.25
May 27, 2019;May 28, 2019;1,371,656.25;1,390,190.75;18,534.50;879,528.50
May 28, 2019;May 29, 2019;1,389,538.25;1,412,086.75;22,548.50;1,126,982.00
May 29, 2019;May 30, 2019;1,355,992.00;1,381,875.00;25,883.00;1,054,485.00
May 30, 2019;May 31, 2019;1,102,833.75;1,152,967.50;50,133.75;521,746.50
May 31, 2019;Jun 1, 2019;1,202,615.50;1,224,457.50;21,842.00;837,438.75
Jun 1, 2019;Jun 2, 2019;1,122,167.75;1,156,081.25;33,913.50;736,088.50
Jun 2, 2019;Jun 3, 2019;1,056,856.25;1,105,131.00;48,274.75;624,450.50
Jun 3, 2019;Jun 4, 2019;1,369,025.00;1,398,249.00;29,224.00;926,182.50
Jun 4, 2019;Jun 5, 2019;1,415,427.25;1,440,483.50;25,056.25;1,019,880.00
Jun 5, 2019;Jun 6, 2019;1,418,622.50;1,443,843.25;25,220.75;942,994.25
Jun 6, 2019;Jun 7, 2019;1,399,475.25;1,430,490.75;31,015.50;897,170.50
Jun 7, 2019;Jun 8, 2019;1,345,405.50;1,370,217.25;24,811.75;855,769.50
Jun 8, 2019;Jun 9, 2019;1,139,770.25;1,185,856.75;46,086.50;332,841.50
Jun 9, 2019;Jun 10, 2019;986,632.00;1,017,103.50;30,471.50;551,892.00
Jun 10, 2019;Jun 11, 2019;1,027,291.50;1,053,344.75;26,053.25;652,359.00
Jun 11, 2019;Jun 12, 2019;1,339,937.50;1,364,369.50;24,432.00;1,029,857.75
Jun 12, 2019;Jun 13, 2019;1,403,400.75;1,435,574.25;32,173.50;1,068,128.75
Jun 13, 2019;Jun 14, 2019;1,380,433.00;1,414,534.50;34,101.50;889,051.00
Jun 14, 2019;Jun 15, 2019;1,368,032.75;1,392,260.25;24,227.50;964,289.50
Jun 15, 2019;Jun 16, 2019;1,164,739.25;1,203,645.50;38,906.25;627,800.75
Jun 16, 2019;Jun 17, 2019;1,062,238.25;1,101,530.00;39,291.75;796,512.75
Jun 17, 2019;Jun 18, 2019;1,352,510.50;1,376,747.50;24,237.00;1,031,725.00
Jun 18, 2019;Jun 19, 2019;1,409,368.75;1,434,633.50;25,264.75;1,051,163.75
Jun 19, 2019;Jun 20, 2019;1,405,021.50;1,435,644.00;30,622.50;1,029,624.50
Jun 20, 2019;Jun 21, 2019;1,190,298.50;1,218,730.00;28,431.50;875,674.00
Jun 21, 2019;Jun 22, 2019;1,252,467.50;1,268,806.50;16,339.00;957,068.00
Jun 22, 2019;Jun 23, 2019;1,123,547.00;1,142,270.50;18,723.50;775,698.50
Jun 23, 2019;Jun 24, 2019;1,048,307.25;1,091,617.50;43,310.25;565,255.00
Jun 24, 2019;Jun 25, 2019;1,384,408.75;1,408,601.50;24,192.75;787,615.75
Jun 25, 2019;Jun 26, 2019;1,442,501.75;1,474,044.25;31,542.50;976,396.50
Jun 26, 2019;Jun 27, 2019;1,456,387.25;1,487,661.75;31,274.50;939,428.25
Jun 27, 2019;Jun 28, 2019;1,431,083.25;1,466,203.00;35,119.75;847,061.25
Jun 28, 2019;Jun 29, 2019;1,365,494.00;1,391,805.50;26,311.50;1,021,590.00
Jun 29, 2019;Jun 30, 2019;1,165,070.00;1,194,357.00;29,287.00;833,567.00
Jun 30, 2019;Jul 1, 2019;1,090,954.25;1,136,031.25;45,077.00;490,199.25
Jul 1, 2019;Jul 2, 2019;1,441,602.00;1,471,704.00;30,102.00;862,979.75
Jul 2, 2019;Jul 3, 2019;1,436,520.75;1,464,522.00;28,001.25;818,963.75
Jul 3, 2019;Jul 4, 2019;1,420,273.50;1,444,138.25;23,864.75;913,628.75
Jul 4, 2019;Jul 5, 2019;1,427,448.75;1,451,808.25;24,359.50;880,951.25
Jul 5, 2019;Jul 6, 2019;1,405,138.25;1,433,447.50;28,309.25;916,537.75
Jul 6, 2019;Jul 7, 2019;1,190,703.25;1,214,932.75;24,229.50;668,538.25
Jul 7, 2019;Jul 8, 2019;1,100,169.25;1,145,980.25;45,811.00;563,079.75
Jul 8, 2019;Jul 9, 2019;1,361,045.50;1,375,234.00;14,188.50;935,301.25
Jul 9, 2019;Jul 10, 2019;1,388,112.50;1,410,165.50;22,053.00;970,543.00
Jul 10, 2019;Jul 11, 2019;1,382,159.00;1,403,496.50;21,337.50;1,022,106.75
Jul 11, 2019;Jul 12, 2019;1,381,976.75;1,396,740.25;14,763.50;1,207,148.50
Jul 12, 2019;Jul 13, 2019;1,365,364.50;1,389,806.00;24,441.50;1,134,307.00
Jul 13, 2019;Jul 14, 2019;1,160,987.25;1,182,112.75;21,125.50;823,858.00
Jul 14, 2019;Jul 15, 2019;1,052,899.75;1,076,151.25;23,251.50;777,436.75
Jul 15, 2019;Jul 16, 2019;1,339,277.50;1,355,463.00;16,185.50;991,275.75
Jul 16, 2019;Jul 17, 2019;1,381,894.50;1,398,179.75;16,285.25;961,579.25
Jul 17, 2019;Jul 18, 2019;1,358,724.25;1,375,780.75;17,056.50;1,105,840.50
Jul 18, 2019;Jul 19, 2019;1,362,596.75;1,384,548.50;21,951.75;1,075,967.00
Jul 19, 2019;Jul 20, 2019;1,349,593.25;1,368,036.00;18,442.75;1,109,006.50
Jul 20, 2019;Jul 21, 2019;1,164,608.75;1,189,939.00;25,330.25;718,899.50
Jul 21, 2019;Jul 22, 2019;1,072,463.75;1,110,589.50;38,125.75;603,098.25
Jul 22, 2019;Jul 23, 2019;1,343,400.00;1,359,103.00;15,703.00;983,256.25
Jul 23, 2019;Jul 24, 2019;1,389,924.25;1,409,386.00;19,461.75;1,075,566.25
Jul 24, 2019;Jul 25, 2019;1,413,216.75;1,442,939.75;29,723.00;1,031,633.75
Jul 25, 2019;Jul 26, 2019;1,425,645.25;1,453,782.50;28,137.25;1,037,227.25
Jul 26, 2019;Jul 27, 2019;1,414,119.25;1,438,340.75;24,221.50;834,022.50
Jul 27, 2019;Jul 28, 2019;1,201,889.00;1,221,526.50;19,637.50;596,951.75
Jul 28, 2019;Jul 29, 2019;1,089,902.00;1,122,988.25;33,086.25;719,906.75
Jul 29, 2019;Jul 30, 2019;1,342,455.50;1,352,477.00;10,021.50;1,097,800.25
Jul 30, 2019;Jul 31, 2019;1,384,790.25;1,406,510.50;21,720.25;1,131,238.25
Jul 31, 2019;Aug 1, 2019;1,377,597.00;1,407,382.25;29,785.25;1,088,952.75
Aug 1, 2019;Aug 2, 2019;1,345,456.50;1,364,238.25;18,781.75;1,087,962.00
Aug 2, 2019;Aug 3, 2019;1,318,386.50;1,334,229.75;15,843.25;1,097,504.75
Aug 3, 2019;Aug 4, 2019;1,117,086.75;1,141,347.25;24,260.50;859,149.00
Aug 4, 2019;Aug 5, 2019;1,024,125.00;1,059,969.00;35,844.00;761,461.25
Aug 5, 2019;Aug 6, 2019;1,282,587.75;1,294,868.50;12,280.75;1,035,096.50
Aug 6, 2019;Aug 7, 2019;1,337,817.75;1,360,546.25;22,728.50;1,014,783.50
Aug 7, 2019;Aug 8, 2019;1,345,172.25;1,361,419.25;16,247.00;1,044,447.75
Aug 8, 2019;Aug 9, 2019;1,360,680.00;1,386,945.50;26,265.50;826,960.50
Aug 9, 2019;Aug 10, 2019;1,343,994.25;1,354,300.75;10,306.50;991,207.25
Aug 10, 2019;Aug 11, 2019;1,189,852.50;1,223,151.00;33,298.50;453,961.25
Aug 11, 2019;Aug 12, 2019;1,080,844.75;1,120,385.00;39,540.25;473,709.00
Aug 12, 2019;Aug 13, 2019;1,318,095.25;1,339,500.75;21,405.50;915,220.75
Aug 13, 2019;Aug 14, 2019;1,346,463.00;1,375,107.25;28,644.25;928,854.00
Aug 14, 2019;Aug 15, 2019;1,327,751.25;1,347,863.50;20,112.25;954,955.75
Aug 15, 2019;Aug 16, 2019;1,330,139.00;1,364,196.25;34,057.25;825,427.00
Aug 16, 2019;Aug 17, 2019;1,295,121.25;1,313,270.75;18,149.50;896,403.50
Aug 17, 2019;Aug 18, 2019;1,147,099.50;1,180,055.75;32,956.25;633,988.00
Aug 18, 2019;Aug 19, 2019;1,054,115.50;1,097,609.50;43,494.00;623,551.50
Aug 19, 2019;Aug 20, 2019;1,334,708.25;1,357,118.75;22,410.50;871,920.75
